product_id,product_name,product_keywords,product_aliases,product_category,source_file
ABW810,GT-BONEWAX (2 GM),GT-BONEWAX (2 GM) BONEWAX X 2 GM Aspiron Aspiron Others Others P-1 NCV Section M,gt bonewax 2 gm;gt bonewax gm;bonewax gm;gt bonewax;bonewax;aspiron;aspiron others,Others | P-1 | NCV | Section M,EndoProducts.csv
PGT012360NE,NE-Polyglactin 910 With triclosan Violet 1 X 90-40MM 1/2 Circle Round Body,NE-Polyglactin 910 With triclosan Violet 1 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 1 X 90-40MM 1/2 CIRCLE ROUND BODY Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 1 x 90 40mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ne polyglactin with;violet 40mm circle;40mm circle round;circle round body;polyglactin with;triclosan violet;ne polyglactin;with triclosan;circle round;40mm circle;polyglactin;violet 40mm;round body;triclosan;circle;violet;round;40mm;body;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT012421NE,NE-Polyglactin 910 With triclosan Violet 1 X 90-40MM 1/2 Circle Reverse Cutting,NE-Polyglactin 910 With triclosan Violet 1 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 1 x 90 40mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 40mm;with triclosan violet;40mm circle reverse;ne polyglactin with;violet 40mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ne polyglactin;with triclosan;40mm circle;polyglactin;violet 40mm;triclosan;cutting;reverse;circle;violet;40mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT012449,IH-Polyglactin 910 With triclosan Violet 1 X 100-55MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 1 X 100-55MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 1 X 100-55MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 1 x 100 55mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 55mm;with triclosan violet;ih polyglactin with;violet 55mm circle;55mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;55mm circle;polyglactin;violet 55mm;round body;triclosan;circle;violet;round;55mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT012826NE,NE-Polyglactin 910 With triclosan Violet 1 X 35-23MM 1/2 Circle Reverse Cutting,NE-Polyglactin 910 With triclosan Violet 1 X 35-23MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 1 X 35-23MM 1/2 CIRCLE REVERSE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 1 x 35 23mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 23mm;with triclosan violet;23mm circle reverse;ne polyglactin with;violet 23mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ne polyglactin;with triclosan;23mm circle;polyglactin;violet 23mm;triclosan;cutting;reverse;circle;violet;23mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT012826XLNE,NE-Polyglactin 910 With triclosan Violet 1 X 70-23MM 1/2 Circle Reverse Cutting,NE-Polyglactin 910 With triclosan Violet 1 X 70-23MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 1 X 70-23MM 1/2 CIRCLE REVERSE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 1 x 70 23mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 23mm;with triclosan violet;23mm circle reverse;ne polyglactin with;violet 23mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ne polyglactin;with triclosan;23mm circle;polyglactin;violet 23mm;triclosan;cutting;reverse;circle;violet;23mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT02 2452,IH-Polyglactin 910 With triclosan Violet 2 X 90-40MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 2 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2 X 90-40MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 2 x 90 40mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ih polyglactin with;violet 40mm circle;40mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;40mm circle;polyglactin;violet 40mm;round body;triclosan;circle;violet;round;40mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT02 2478,IH-Polyglactin 910 With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting,IH-Polyglactin 910 With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 2 x 90 40mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 40mm;with triclosan violet;40mm circle reverse;ih polyglactin with;violet 40mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ih polyglactin;with triclosan;40mm circle;polyglactin;violet 40mm;triclosan;cutting;reverse;circle;violet;40mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT022478NE,NE-Polyglactin 910 With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting,NE-Polyglactin 910 With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 2 x 90 40mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 40mm;with triclosan violet;40mm circle reverse;ne polyglactin with;violet 40mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ne polyglactin;with triclosan;40mm circle;polyglactin;violet 40mm;triclosan;cutting;reverse;circle;violet;40mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT10 2338,IH-Polyglactin 910 With triclosan Violet 0 X 90-30MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-30MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0 x 90 30mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 30mm;with triclosan violet;ih polyglactin with;violet 30mm circle;30mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;30mm circle;polyglactin;violet 30mm;round body;triclosan;circle;violet;round;30mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 2346,IH-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-40MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0 x 90 40mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ih polyglactin with;violet 40mm circle;40mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;40mm circle;polyglactin;violet 40mm;round body;triclosan;circle;violet;round;40mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 2346DNL,IH-Polyglactin 910 With triclosan Violet 0X180-40MM 1/2 Circle Round Body Taper Cut Double Needle,IH-Polyglactin 910 With triclosan Violet 0X180-40MM 1/2 Circle Round Body Taper Cut Double Needle POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0X180-40MM 1/2 CIRCLE ROUND BODY TAPERCUT DOUBLE NEEDLE Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0x180 40mm 1 2 circle round body taper cut double needle;polyglactin with triclosan;triclosan violet 0x180;with triclosan violet;ih polyglactin with;0x180 40mm circle;40mm circle round;circle round body;cut double needle;violet 0x180 40mm;polyglactin with;round body taper;taper cut double;triclosan violet;body taper cut;ih polyglactin;with triclosan;double needle;circle round;violet 0x180;40mm circle;polyglactin;0x180 40mm;body taper;cut double;round body;taper cut;triclosan;circle;double;needle;violet;0x180;round;taper;40mm;body;with;cut;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 2358,IH-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-40MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0 x 90 40mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ih polyglactin with;violet 40mm circle;40mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;40mm circle;polyglactin;violet 40mm;round body;triclosan;circle;violet;round;40mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 2517,IH-Polyglactin 910 With triclosan Violet 0 X 90-36MM 1/2 Circle Taper Cut,IH-Polyglactin 910 With triclosan Violet 0 X 90-36MM 1/2 Circle Taper Cut POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-36MM 1/2 CIRCLE TAPERCUT Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0 x 90 36mm 1 2 circle taper cut;polyglactin with triclosan;triclosan violet 36mm;with triclosan violet;ih polyglactin with;violet 36mm circle;36mm circle taper;circle taper cut;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle taper;36mm circle;polyglactin;violet 36mm;taper cut;triclosan;circle;violet;taper;36mm;with;cut;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 2518,IH-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Taper Cut,IH-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Taper Cut POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-40MM 1/2 CIRCLE TAPERCUT Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0 x 90 40mm 1 2 circle taper cut;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ih polyglactin with;violet 40mm circle;40mm circle taper;circle taper cut;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle taper;40mm circle;polyglactin;violet 40mm;taper cut;triclosan;circle;violet;taper;40mm;with;cut;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 2534,IH-Polyglactin 910 With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting,IH-Polyglactin 910 With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 0 x 90 36mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 36mm;with triclosan violet;36mm circle reverse;ih polyglactin with;violet 36mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ih polyglactin;with triclosan;36mm circle;polyglactin;violet 36mm;triclosan;cutting;reverse;circle;violet;36mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT10 946U,IH-Polyglactin 910 With triclosan Undyed 0 X 90-36MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Undyed 0 X 90-36MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN UNDYED 0 X 90-36MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 CV Section C,ih polyglactin 910 with triclosan undyed 0 x 90 36mm 1 2 circle round body;polyglactin with triclosan;triclosan undyed 36mm;with triclosan undyed;ih polyglactin with;undyed 36mm circle;36mm circle round;circle round body;polyglactin with;triclosan undyed;ih polyglactin;with triclosan;circle round;36mm circle;polyglactin;undyed 36mm;round body;triclosan;circle;undyed;round;36mm;body;with;mitsu;mitsu ab,Suture | P-1 | CV | Section C,EndoProducts.csv
PGT102346NE,NE-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body,NE-Polyglactin 910 With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-40MM 1/2 CIRCLE ROUND BODY Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 0 x 90 40mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ne polyglactin with;violet 40mm circle;40mm circle round;circle round body;polyglactin with;triclosan violet;ne polyglactin;with triclosan;circle round;40mm circle;polyglactin;violet 40mm;round body;triclosan;circle;violet;round;40mm;body;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT102534NE,NE-Polyglactin 910 With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting,NE-Polyglactin 910 With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 0 x 90 36mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 36mm;with triclosan violet;36mm circle reverse;ne polyglactin with;violet 36mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ne polyglactin;with triclosan;36mm circle;polyglactin;violet 36mm;triclosan;cutting;reverse;circle;violet;36mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT20 2317,IH-Polyglactin 910 With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 2 0 x 90 30mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 30mm;with triclosan violet;ih polyglactin with;violet 30mm circle;30mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;30mm circle;polyglactin;violet 30mm;round body;triclosan;circle;violet;round;30mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT20 2341,IH-Polyglactin 910 With triclosan Violet 2-0 X 70-30MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 2-0 X 70-30MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2-0 X 70-30MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 2 0 x 70 30mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 30mm;with triclosan violet;ih polyglactin with;violet 30mm circle;30mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;30mm circle;polyglactin;violet 30mm;round body;triclosan;circle;violet;round;30mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT20 2345,IH-Polyglactin 910 With triclosan Violet 2-0 X 90-40MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 2-0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2-0 X 90-40MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 2 0 x 90 40mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 40mm;with triclosan violet;ih polyglactin with;violet 40mm circle;40mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;40mm circle;polyglactin;violet 40mm;round body;triclosan;circle;violet;round;40mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT20 2382,IH-Polyglactin 910 With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,IH-Polyglactin 910 With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 2 0 x 90 40mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 40mm;with triclosan violet;40mm circle reverse;ih polyglactin with;violet 40mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ih polyglactin;with triclosan;40mm circle;polyglactin;violet 40mm;triclosan;cutting;reverse;circle;violet;40mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT20 2404U,IH-Polyglactin 910 With triclosan Undyed 2-0 X 90-26MM 3/8 Circle Cutting,IH-Polyglactin 910 With triclosan Undyed 2-0 X 90-26MM 3/8 Circle Cutting POLYGLACTIN 910 WITH TRICLOSAN UNDYED 2-0 X 90-26MM 3/8 CIRCLE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan undyed 2 0 x 90 26mm 3 8 circle cutting;polyglactin with triclosan;triclosan undyed 26mm;with triclosan undyed;26mm circle cutting;ih polyglactin with;undyed 26mm circle;polyglactin with;triclosan undyed;circle cutting;ih polyglactin;with triclosan;26mm circle;polyglactin;undyed 26mm;triclosan;cutting;circle;undyed;26mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT20 945U,IH-Polyglactin 910 With triclosan Undyed 2-0 X 90-36MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Undyed 2-0 X 90-36MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN UNDYED 2-0 X 90-36MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 CV Section C,ih polyglactin 910 with triclosan undyed 2 0 x 90 36mm 1 2 circle round body;polyglactin with triclosan;triclosan undyed 36mm;with triclosan undyed;ih polyglactin with;undyed 36mm circle;36mm circle round;circle round body;polyglactin with;triclosan undyed;ih polyglactin;with triclosan;circle round;36mm circle;polyglactin;undyed 36mm;round body;triclosan;circle;undyed;round;36mm;body;with;mitsu;mitsu ab,Suture | P-1 | CV | Section C,EndoProducts.csv
PGT202317NE,NE-Polyglactin 910 With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body,NE-Polyglactin 910 With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 2 0 x 90 30mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 30mm;with triclosan violet;ne polyglactin with;violet 30mm circle;30mm circle round;circle round body;polyglactin with;triclosan violet;ne polyglactin;with triclosan;circle round;30mm circle;polyglactin;violet 30mm;round body;triclosan;circle;violet;round;30mm;body;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT202382NE,NE-Polyglactin 910 With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,NE-Polyglactin 910 With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan violet 2 0 x 90 40mm 1 2 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan violet 40mm;with triclosan violet;40mm circle reverse;ne polyglactin with;violet 40mm circle;polyglactin with;triclosan violet;reverse cutting;circle reverse;ne polyglactin;with triclosan;40mm circle;polyglactin;violet 40mm;triclosan;cutting;reverse;circle;violet;40mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT20 2404UDS,IH-Polyglactin 910 With triclosan Undyed 2-0 X 120-26MM 3/8 Circle Cutting,IH-Polyglactin 910 With triclosan Undyed 2-0 X 120-26MM 3/8 Circle Cutting POLYGLACTIN 910 WITH TRICLOSAN UNDYED 2-0 X 120-26MM 3/8 CIRCLE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan undyed 2 0 x 120 26mm 3 8 circle cutting;polyglactin with triclosan;triclosan undyed 26mm;with triclosan undyed;26mm circle cutting;ih polyglactin with;undyed 26mm circle;polyglactin with;triclosan undyed;circle cutting;ih polyglactin;with triclosan;26mm circle;polyglactin;undyed 26mm;triclosan;cutting;circle;undyed;26mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT202404UNE,NE-Polyglactin 910 With triclosan Undyed 2-0 X 90-26MM 3/8 Circle Cutting,NE-Polyglactin 910 With triclosan Undyed 2-0 X 90-26MM 3/8 Circle Cutting POLYGLACTIN 910 WITH TRICLOSAN UNDYED 2-0 X 90-26MM 3/8 CIRCLE CUTTING Mitsu Ab Mitsu Ab Suture P-1 NCV Section N,ne polyglactin 910 with triclosan undyed 2 0 x 90 26mm 3 8 circle cutting;polyglactin with triclosan;triclosan undyed 26mm;with triclosan undyed;26mm circle cutting;ne polyglactin with;undyed 26mm circle;polyglactin with;triclosan undyed;circle cutting;ne polyglactin;with triclosan;26mm circle;polyglactin;undyed 26mm;triclosan;cutting;circle;undyed;26mm;with;mitsu ab,Suture | P-1 | NCV | Section N,EndoProducts.csv
PGT30 2328U,IH-Polyglactin 910 With triclosan Undyed 3-0 X 90-25MM 3/8 Circle Cutting,IH-Polyglactin 910 With triclosan Undyed 3-0 X 90-25MM 3/8 Circle Cutting POLYGLACTIN 910 WITH TRICLOSAN UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan undyed 3 0 x 90 25mm 3 8 circle cutting;polyglactin with triclosan;triclosan undyed 25mm;with triclosan undyed;25mm circle cutting;ih polyglactin with;undyed 25mm circle;polyglactin with;triclosan undyed;circle cutting;ih polyglactin;with triclosan;25mm circle;polyglactin;undyed 25mm;triclosan;cutting;circle;undyed;25mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT30 2401,IH-Polyglactin 910 With triclosan Violet 3-0 X 45-22MM 3/8 Circle Cutting,IH-Polyglactin 910 With triclosan Violet 3-0 X 45-22MM 3/8 Circle Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 3-0 X 45-22MM 3/8 CIRCLE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 3 0 x 45 22mm 3 8 circle cutting;polyglactin with triclosan;triclosan violet 22mm;with triclosan violet;22mm circle cutting;ih polyglactin with;violet 22mm circle;polyglactin with;triclosan violet;circle cutting;ih polyglactin;with triclosan;22mm circle;polyglactin;violet 22mm;triclosan;cutting;circle;violet;22mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT30 2437,IH-Polyglactin 910 With triclosan Violet 3-0 X 90-20MM 1/2 Circle Round Body,IH-Polyglactin 910 With triclosan Violet 3-0 X 90-20MM 1/2 Circle Round Body POLYGLACTIN 910 WITH TRICLOSAN VIOLET 3-0 X 90-20MM 1/2 CIRCLE ROUND BODY Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 3 0 x 90 20mm 1 2 circle round body;polyglactin with triclosan;triclosan violet 20mm;with triclosan violet;ih polyglactin with;violet 20mm circle;20mm circle round;circle round body;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle round;20mm circle;polyglactin;violet 20mm;round body;triclosan;circle;violet;round;20mm;body;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT30 2472,IH-Polyglactin 910 With triclosan Violet 3-0 X 90-22MM 1/2 Circle Cutting,IH-Polyglactin 910 With triclosan Violet 3-0 X 90-22MM 1/2 Circle Cutting POLYGLACTIN 910 WITH TRICLOSAN VIOLET 3-0 X 90-22MM 1/2 CIRCLE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 3 0 x 90 22mm 1 2 circle cutting;polyglactin with triclosan;triclosan violet 22mm;with triclosan violet;22mm circle cutting;ih polyglactin with;violet 22mm circle;polyglactin with;triclosan violet;circle cutting;ih polyglactin;with triclosan;22mm circle;polyglactin;violet 22mm;triclosan;cutting;circle;violet;22mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT30 2516,IH-Polyglactin 910 With triclosan Violet 3-0 X 90-36MM 1/2 Circle Taper Cut,IH-Polyglactin 910 With triclosan Violet 3-0 X 90-36MM 1/2 Circle Taper Cut POLYGLACTIN 910 WITH TRICLOSAN VIOLET 3-0 X 90-36MM 1/2 CIRCLE TAPERCUT Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan violet 3 0 x 90 36mm 1 2 circle taper cut;polyglactin with triclosan;triclosan violet 36mm;with triclosan violet;ih polyglactin with;violet 36mm circle;36mm circle taper;circle taper cut;polyglactin with;triclosan violet;ih polyglactin;with triclosan;circle taper;36mm circle;polyglactin;violet 36mm;taper cut;triclosan;circle;violet;taper;36mm;with;cut;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
PGT30 2936U,IH-Polyglactin 910 With triclosan Undyed 3-0 X 70-24MM 3/8 Circle Reverse Cutting,IH-Polyglactin 910 With triclosan Undyed 3-0 X 70-24MM 3/8 Circle Reverse Cutting POLYGLACTIN 910 WITH TRICLOSAN UNDYED 3-0 X 70-24MM 3/8 CIRCLE REVERSE CUTTING Mitsu Mitsu Ab Suture P-1 NCV Section A,ih polyglactin 910 with triclosan undyed 3 0 x 70 24mm 3 8 circle reverse cutting;polyglactin with triclosan;circle reverse cutting;triclosan undyed 24mm;with triclosan undyed;24mm circle reverse;ih polyglactin with;undyed 24mm circle;polyglactin with;triclosan undyed;reverse cutting;circle reverse;ih polyglactin;with triclosan;24mm circle;polyglactin;undyed 24mm;triclosan;cutting;reverse;circle;undyed;24mm;with;mitsu;mitsu ab,Suture | P-1 | NCV | Section A,EndoProducts.csv
