Sr No,Fiscal Year,Bid/Direct,Date,Month,Contract No.,Contract Value,Bid No.,Zonal Head,Department Name,Department Location,Department State,Seller Name,Seller Location,Seller State,Seller Contact No.,Category,Decode,Brand Name,Company Name,Meril / Others,Ordered Qty,Unit Price (Incl. of GST),Total Price,DB/COMPANY,Meril DB,Remarks,Gem Seller Id
207,2025-26,Bid/RA,30-08-2025,August,GEMC-511687762123845,1836000,GEM/2024/B/4832074,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 3336M,LINEX,FUTURA SURGICARE PVT LTD,Others,72000,25.5,1836000,Company,NO,,12EA180000337863
208,2025-26,Bid/RA,30-08-2025,August,GEMC-511687762123845,1836000,GEM/2024/B/4832074,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 3336M,LINEX,FUTURA SURGICARE PVT LTD,Others,72000,25.5,1836000,Company,NO,,12EA180000337863
209,2025-26,Bid/RA,30-08-2025,August,GEMC-511687799848328,237600,GEM/2024/B/5004360,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 5334L,SUTURA,FUTURA SURGICARE PVT LTD,Others,12000,19.8,237600,Company,NO,,12EA180000337863
210,2025-26,Bid/RA,30-08-2025,August,GEMC-511687799848328,237600,GEM/2024/B/5004360,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 5334L,SUTURA,FUTURA SURGICARE PVT LTD,Others,12000,19.8,237600,Company,NO,,12EA180000337863
211,2025-26,Bid/RA,30-08-2025,August,GEMC-511687788785892,304800,GEM/2024/B/5004360,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,M/S AMBRISH ENTERPRISES,"289/7 Ground Floor,Ambrish Enterprises,Moti Nagar,Lucknow, Lucknow, UTTAR PRADESH-226004, -",Uttar Pradesh,9839012335,Sutures (V2),LNW5085,LOTUS,TI MEDICAL PRIVATE LIMITED (FORMERLY KNOWN AS LOTUS SURGICALS PRIVATE LIMITED),Others,12000,25.4,304800,Distributor,NO,,B88F180000477967
212,2025-26,Bid/RA,30-08-2025,August,GEMC-511687788785892,304800,GEM/2024/B/5004360,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,M/S AMBRISH ENTERPRISES,"289/7 Ground Floor,Ambrish Enterprises,Moti Nagar,Lucknow, Lucknow, UTTAR PRADESH-226004, -",Uttar Pradesh,9839012335,Sutures (V2),LNW5085,LOTUS,TI MEDICAL PRIVATE LIMITED (FORMERLY KNOWN AS LOTUS SURGICALS PRIVATE LIMITED),Others,12000,25.4,304800,Distributor,NO,,B88F180000477967
213,2025-26,Bid/RA,30-08-2025,August,GEMC-511687777003522,585650,GEM/2024/B/4841477,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 8925,DURACARE,FUTURA SURGICARE PVT LTD,Others,8500,68.9,585650,Company,NO,,12EA180000337863
214,2025-26,Bid/RA,30-08-2025,August,GEMC-511687777003522,585650,GEM/2024/B/4841477,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 8925,DURACARE,FUTURA SURGICARE PVT LTD,Others,8500,68.9,585650,Company,NO,,12EA180000337863
215,2025-26,Bid/RA,30-08-2025,August,GEMC-511687746338007,476550,GEM/2024/B/4841477,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 8926,DURACARE,FUTURA SURGICARE PVT LTD,Others,4500,105.9,476550,Company,NO,,12EA180000337863
216,2025-26,Bid/RA,30-08-2025,August,GEMC-511687746338007,476550,GEM/2024/B/4841477,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 8926,DURACARE,FUTURA SURGICARE PVT LTD,Others,4500,105.9,476550,Company,NO,,12EA180000337863
217,2025-26,Bid/RA,22-08-2025,August,GEMC-511687757232360,4070950,GEM/2025/B/6277516,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,PARAS SURGICAL CO.,"1518/8,BHAGIRATH PALACE DELHI, Delhi, DELHI-110006, -",Delhi,9811726646,Surgical Trocars,WMI-OBT12,welfare medical,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,650,6263,4070950,Distributor,NO,,AF9B180000111304
218,2025-26,Bid/RA,22-08-2025,August,GEMC-511687757232360,4070950,GEM/2025/B/6277516,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,PARAS SURGICAL CO.,"1518/8,BHAGIRATH PALACE DELHI, Delhi, DELHI-110006, -",Delhi,9811726646,Surgical Trocars,WMI-OBT12,welfare medical,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,650,6263,4070950,Distributor,NO,,AF9B180000111304
219,2025-26,Bid/RA,30-08-2025,August,GEMC-511687778252424,201600,GEM/2024/B/4832074,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 3338,LINEX,FUTURA SURGICARE PVT LTD,Others,7200,28,201600,Company,NO,,12EA180000337863
220,2025-26,Bid/RA,30-08-2025,August,GEMC-511687778252424,201600,GEM/2024/B/4832074,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS 3338,LINEX,FUTURA SURGICARE PVT LTD,Others,7200,28,201600,Company,NO,,12EA180000337863
221,2025-26,Bid/RA,30-08-2025,August,GEMC-511687705221901,1092200,GEM/2024/B/4832074,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS3328M & Dolphin Sutures,LINEX,FUTURA SURGICARE PVT LTD,Others,43000,25.4,1092200,Company,NO,,12EA180000337863
222,2025-26,Bid/RA,30-08-2025,August,GEMC-511687705221901,1092200,GEM/2024/B/4832074,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS3328M & Dolphin Sutures,LINEX,FUTURA SURGICARE PVT LTD,Others,43000,25.4,1092200,Company,NO,,12EA180000337863
223,2025-26,Bid/RA,30-08-2025,August,GEMC-511687761144148,409500,GEM/2024/B/5004360,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS5331 & Dolphin Sutures,SUTURA,FUTURA SURGICARE PVT LTD,Others,21000,19.5,409500,Company,NO,,12EA180000337863
224,2025-26,Bid/RA,30-08-2025,August,GEMC-511687761144148,409500,GEM/2024/B/5004360,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS5331 & Dolphin Sutures,SUTURA,FUTURA SURGICARE PVT LTD,Others,21000,19.5,409500,Company,NO,,12EA180000337863
225,2025-26,Bid/RA,30-08-2025,August,GEMC-511687764492027,526800,GEM/2024/B/4841477,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS/TS 841,DURACARE,FUTURA SURGICARE PVT LTD,Others,12000,43.9,526800,Company,NO,,12EA180000337863
226,2025-26,Bid/RA,30-08-2025,August,GEMC-511687764492027,526800,GEM/2024/B/4841477,Ajeet Srivastava,Medical Education Department Uttar Pradesh,King George Medical University Shahmina Road Chowk Lucknow LUCKNOW UTTAR PRADESH226003 India,Uttar Pradesh,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Sutures (V2),FS/TS 841,DURACARE,FUTURA SURGICARE PVT LTD,Others,12000,43.9,526800,Company,NO,,12EA180000337863
227,2025-26,Bid/RA,22-08-2025,August,GEMC-511687717260575,3424200,GEM/2025/B/6277516,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,JUPITER HEALTH CARE,"Jawahar Nagar, Sardaron Wali gali,Sonipat, Sonipat, HARYANA-131001, -",Haryana,9999660082,Surgical Trocars,CLONMED PATH,ClonMed,JUPITER HEALTH CARE,Others,650,5268,3424200,Company,NO,,D088190000766537
228,2025-26,Bid/RA,22-08-2025,August,GEMC-511687717260575,3424200,GEM/2025/B/6277516,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,JUPITER HEALTH CARE,"Jawahar Nagar, Sardaron Wali gali,Sonipat, Sonipat, HARYANA-131001, -",Haryana,9999660082,Surgical Trocars,CLONMED PATH,ClonMed,JUPITER HEALTH CARE,Others,650,5268,3424200,Company,NO,,D088190000766537
229,2025-26,Bid/RA,29-08-2025,August,GEMC-511687776424391,2958120,GEM/2025/B/6277827,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,JUPITER HEALTH CARE,"Jawahar Nagar, Sardaron Wali gali,Sonipat, Sonipat, HARYANA-131001, -",Haryana,9999660082,Ligation Clips,CLONMED LIGA-LOCK,ClonMed,JUPITER HEALTH CARE,Others,9960,297,2958120,Company,NO,,D088190000766537
230,2025-26,Bid/RA,29-08-2025,August,GEMC-511687776424391,2958120,GEM/2025/B/6277827,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,JUPITER HEALTH CARE,"Jawahar Nagar, Sardaron Wali gali,Sonipat, Sonipat, HARYANA-131001, -",Haryana,9999660082,Ligation Clips,CLONMED LIGA-LOCK,ClonMed,JUPITER HEALTH CARE,Others,9960,297,2958120,Company,NO,,D088190000766537
231,2025-26,Bid/RA,29-08-2025,August,GEMC-511687784901225,3296536,GEM/2025/B/6277827,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,PARAS SURGICAL CO.,"1518/8,BHAGIRATH PALACE DELHI, Delhi, DELHI-110006, -",Delhi,9811726646,Ligation Clips,WMI-PC230,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,10740,306.94,3296535.6,Distributor,NO,,AF9B180000111304
232,2025-26,Bid/RA,29-08-2025,August,GEMC-511687784901225,3296536,GEM/2025/B/6277827,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,PARAS SURGICAL CO.,"1518/8,BHAGIRATH PALACE DELHI, Delhi, DELHI-110006, -",Delhi,9811726646,Ligation Clips,WMI-PC230,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,10740,306.94,3296535.6,Distributor,NO,,AF9B180000111304
233,2025-26,Bid/RA,29-08-2025,August,GEMC-511687704595426,2594784,GEM/2025/B/6277827,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,PARAS SURGICAL CO.,"1518/8,BHAGIRATH PALACE DELHI, Delhi, DELHI-110006, -",Delhi,9811726646,Ligation Clips,WMI-PC240,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,8592,302,2594784,Distributor,NO,,AF9B180000111304
234,2025-26,Bid/RA,29-08-2025,August,GEMC-511687704595426,2594784,GEM/2025/B/6277827,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,PARAS SURGICAL CO.,"1518/8,BHAGIRATH PALACE DELHI, Delhi, DELHI-110006, -",Delhi,9811726646,Ligation Clips,WMI-PC240,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,8592,302,2594784,Distributor,NO,,AF9B180000111304
235,2025-26,Bid/RA,02-08-2025,August,GEMC-511687783083650,12900,GEM/2025/B/6420800,Kapil Arora,Rail Coach Factory Kapurthala,Principal Cheif Material Manager Office Administrative Building Rail Coach Factory Kapurthala KAPURTHALA PUNJAB144602 India,Punjab,MAHAJAN SCIENTIFIC & SURGICO,"9f-3D floor dilkusha market,DILKUSHA MARKET,DILKUSHA MARKET,NEAR FRIENDS CINEMA, Jalandhar, PUNJAB-144001, -",Punjab,9417201865,Ligation Clips,TruTie300,TruTie,Healthium Medtech Limited,Others,60,215,12900,Distributor,NO,,10D4180000520492
236,2025-26,Bid/RA,02-08-2025,August,GEMC-511687783083650,12900,GEM/2025/B/6420800,Kapil Arora,Rail Coach Factory Kapurthala,Principal Cheif Material Manager Office Administrative Building Rail Coach Factory Kapurthala KAPURTHALA PUNJAB144602 India,Punjab,MAHAJAN SCIENTIFIC & SURGICO,"9f-3D floor dilkusha market,DILKUSHA MARKET,DILKUSHA MARKET,NEAR FRIENDS CINEMA, Jalandhar, PUNJAB-144001, -",Punjab,9417201865,Ligation Clips,TruTie300,TruTie,Healthium Medtech Limited,Others,60,215,12900,Distributor,NO,,10D4180000520492
237,2025-26,Bid/RA,04-08-2025,August,GEMC-511687766098685,136752,GEM/2025/B/6438750,Mangesh Chandurkar,Bharat Heavy Electricals Limited (BHEL),MAIN MEDICAL STORE KASTURBA HOSPITAL BHARAT HEAVY ELECTRICAL LTD HABIBGANJ Bhopal MADHYA PRADESH462022 India,Madhya Pradesh,A R CORPORATION,"WARD NO 08 ,NEAR GAYATRI MANDIR,MEDHAULI, MORWA, SINGRAULI, MADHYA PRADESH-486889, -",Madhya Pradesh,9644007290,Hernia Mesh (V2),MMR0611V2,MONOSOLVE,FUTURA SURGICARE PVT LTD,Others,60,2279.2,136752,Distributor,NO,,0B69180000340921
238,2025-26,Bid/RA,04-08-2025,August,GEMC-511687766098685,136752,GEM/2025/B/6438750,Mangesh Chandurkar,Bharat Heavy Electricals Limited (BHEL),MAIN MEDICAL STORE KASTURBA HOSPITAL BHARAT HEAVY ELECTRICAL LTD HABIBGANJ Bhopal MADHYA PRADESH462022 India,Madhya Pradesh,A R CORPORATION,"WARD NO 08 ,NEAR GAYATRI MANDIR,MEDHAULI, MORWA, SINGRAULI, MADHYA PRADESH-486889, -",Madhya Pradesh,9644007290,Hernia Mesh (V2),MMR0611V2,MONOSOLVE,FUTURA SURGICARE PVT LTD,Others,60,2279.2,136752,Distributor,NO,,0B69180000340921
239,2025-26,Bid/RA,05-04-2025,April,GEMC-511687730082861,355000,GEM/2025/B/5878392,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,FORTUNA TECHNOLOGIES,"MRA-A70, TC 38/295 (Old TC 6/1248),Maruthankuzhy,Kanjirampara,Trivandrum, Thiruvananthapuram, KERALA-695030, -",Kerala,9847944991,Sutures (V3),88863271-41 Ti-Cron,medtronic,India Medtronic Private Limited,Others,1000,355,355000,Distributor,NO,,Q1OU210002073867
240,2025-26,Bid/RA,05-04-2025,April,GEMC-511687730082861,355000,GEM/2025/B/5878392,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,FORTUNA TECHNOLOGIES,"MRA-A70, TC 38/295 (Old TC 6/1248),Maruthankuzhy,Kanjirampara,Trivandrum, Thiruvananthapuram, KERALA-695030, -",Kerala,9847944991,Sutures (V3),88863271-41 Ti-Cron,medtronic,India Medtronic Private Limited,Others,1000,355,355000,Distributor,NO,,Q1OU210002073867
241,2025-26,Bid/RA,02-04-2025,April,GEMC-511687709727839,134400,GEM/2025/B/5988307,Yellesh M,Directorate Of Health and Family Welfare Services,DISTRICT HOSPITAL KILLA ROAD DHARWAD Dharward KARNATAKA580001 India,Karnataka,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AMP 2346,Polysolve+--AQMEN MEDTECH PRIVATE LIMITED,AQMEN MEDTECH PRIVATE LIMITED,Others,2400,56,134400,Company,NO,,K4OS210003907957
242,2025-26,Bid/RA,02-04-2025,April,GEMC-511687709727839,134400,GEM/2025/B/5988307,Yellesh M,Directorate Of Health and Family Welfare Services,DISTRICT HOSPITAL KILLA ROAD DHARWAD Dharward KARNATAKA580001 India,Karnataka,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AMP 2346,Polysolve+--AQMEN MEDTECH PRIVATE LIMITED,AQMEN MEDTECH PRIVATE LIMITED,Others,2400,56,134400,Company,NO,,K4OS210003907957
243,2025-26,Bid/RA,02-04-2025,April,GEMC-511687723589786,138000,GEM/2025/B/5988295,Yellesh M,Directorate Of Health and Family Welfare Services,DISTRICT HOSPITAL KILLA ROAD DHARWAD Dharward KARNATAKA580001 India,Karnataka,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AMP 2347,Polysolve+--AQMEN MEDTECH PRIVATE LIMITED,AQMEN MEDTECH PRIVATE LIMITED,Others,2400,57.5,138000,Company,NO,,K4OS210003907957
244,2025-26,Bid/RA,02-04-2025,April,GEMC-511687723589786,138000,GEM/2025/B/5988295,Yellesh M,Directorate Of Health and Family Welfare Services,DISTRICT HOSPITAL KILLA ROAD DHARWAD Dharward KARNATAKA580001 India,Karnataka,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AMP 2347,Polysolve+--AQMEN MEDTECH PRIVATE LIMITED,AQMEN MEDTECH PRIVATE LIMITED,Others,2400,57.5,138000,Company,NO,,K4OS210003907957
245,2025-26,Bid/RA,03-04-2025,April,GEMC-511687759237917,276480,GEM/2024/B/5608319,Yellesh M,Employees State Insurance Corporation,ESIC MEDICAL COLLEGE AND HOSPITAL Sanathanagar Hyderabad HYDERABAD TELANGANA500038 India,Telangana,mr surgicals,"6-19/5/T 302, 07,SAI JYOTHI ARCADE,BUDDHA NAGAR,Village/Town - MEDIPALLY, City - HYDERABAD, MEDCHAL MALKAJGIRI, TELANGANA-500098, India",Telangana,7416407108,Ligation Clips,1204,WECK,TELEFLEX MEDICAL,Others,8640,32,276480,Distributor,NO,,CFY4230009979956
246,2025-26,Bid/RA,03-04-2025,April,GEMC-511687759237917,276480,GEM/2024/B/5608319,Yellesh M,Employees State Insurance Corporation,ESIC MEDICAL COLLEGE AND HOSPITAL Sanathanagar Hyderabad HYDERABAD TELANGANA500038 India,Telangana,mr surgicals,"6-19/5/T 302, 07,SAI JYOTHI ARCADE,BUDDHA NAGAR,Village/Town - MEDIPALLY, City - HYDERABAD, MEDCHAL MALKAJGIRI, TELANGANA-500098, India",Telangana,7416407108,Ligation Clips,1204,WECK,TELEFLEX MEDICAL,Others,8640,32,276480,Distributor,NO,,CFY4230009979956
247,2025-26,Direct,27-08-2025,August,GEMC-511687787958057,42120,GEM/2025/B/6549045,Rana Nandy,North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences (NEIGRIHMS),P.O. NEIGRIHMS Mawdiangdiang Shillong KHASI HILLS EAST MEGHALAYA793018 India,Meghalaya,CYGNET MEDITECH PRIVATE LIMITED,"BLK NO.50,RIDDHI SIDDHI NAGAR,AJWA ROAD, VADODARA, GUJARAT-390019, -",Gujarat,9978913966,Sutures (V3),CYG 2732S DECTIN RAPID 3-0,DECTIN,CYGNET,Others,300,140.4,42120,Company,NO,,FB15190000821228
248,2025-26,Direct,27-08-2025,August,GEMC-511687787958057,42120,GEM/2025/B/6549045,Rana Nandy,North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences (NEIGRIHMS),P.O. NEIGRIHMS Mawdiangdiang Shillong KHASI HILLS EAST MEGHALAYA793018 India,Meghalaya,CYGNET MEDITECH PRIVATE LIMITED,"BLK NO.50,RIDDHI SIDDHI NAGAR,AJWA ROAD, VADODARA, GUJARAT-390019, -",Gujarat,9978913966,Sutures (V3),CYG 2732S DECTIN RAPID 3-0,DECTIN,CYGNET,Others,300,140.4,42120,Company,NO,,FB15190000821228
249,2025-26,Bid/RA,26-08-2025,August,GEMC-511687742094310,121200,GEM/2025/B/6441555,Ajeet Srivastava,Uttarakhand Health and Family Welfare Society Dehradun,Chain Rai Women Hospital Haridwar Upper Road Haridwar Haridwar UTTARAKHAND249401 India,Uttarakhand,STAR BIOMED SERVICES,"G-16,NEHRU COLONY NEAR FUWARA CHOWK,DHARAMPUR, Dehradun, UTTARAKHAND-248001, -",Uttarakhand,9758579864,Sutures (V3),MERISOFT CHROMIC ME4277,Merisoft Chromic,MERIL ENDO SURGERY PVT. LTD,Meril,600,202,121200,Distributor,NO,,E570190000873434
250,2025-26,Bid/RA,26-08-2025,August,GEMC-511687742094310,121200,GEM/2025/B/6441555,Ajeet Srivastava,Uttarakhand Health and Family Welfare Society Dehradun,Chain Rai Women Hospital Haridwar Upper Road Haridwar Haridwar UTTARAKHAND249401 India,Uttarakhand,STAR BIOMED SERVICES,"G-16,NEHRU COLONY NEAR FUWARA CHOWK,DHARAMPUR, Dehradun, UTTARAKHAND-248001, -",Uttarakhand,9758579864,Sutures (V3),MERISOFT CHROMIC ME4277,Merisoft Chromic,MERIL ENDO SURGERY PVT. LTD,Meril,600,202,121200,Distributor,NO,,E570190000873434
