Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
7840,6877,93336753,AIIMS/R/CS/PATHO/E-20786/PRO/LPC,,,,,,,"Raipur, Chhattisgarh, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7841,6878,93339386,94928,,,,,,,"Jhansi, Uttar Pradesh, India",31-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7842,6879,93339722,jhe2500146,,,,,,,"Jhansi, Uttar Pradesh, India",31-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7843,6880,93344719,OPEN TENDER ENQUIRY No: KAPL/ QAD/020/1172,,,,,,,"Bangalore, Karnataka, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7844,6881,93351185,63255976,,,,,,,"Asansol, West Bengal, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7845,6882,93351221,H1251815A,,,,,,,"Chandrapur, Maharashtra, India",20-10-2025,,,,,,,,,N/A,,0,,,,,
7846,6883,93351228,H1251805A,,,,,,,"Chandrapur, Maharashtra, India",20-10-2025,,,,,,,,,N/A,,0,,,,,
7847,6884,93351271,H1251338A,,,,,,,"Chandrapur, Maharashtra, India",20-10-2025,,,,,,,,,N/A,,0,,,,,
7848,6885,93351323,HB256786A,,,,,,,"Kanchrapara, West Bengal, India",22-10-2025,,,,,,,,,N/A,,0,,,,,
7849,6886,93351422,81256288,,,,,,,"Rourkela, Orissa, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7850,6887,93351479,H1251355A,,,,,,,"Chandrapur, Maharashtra, India",20-10-2025,,,,,,,,,N/A,,0,,,,,
7851,6888,93351534,82254048B,,,,,,,"Secunderabad, Telangana, India",21-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7852,6889,93351550,H1251804A,,,,,,,"Chandrapur, Maharashtra, India",20-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7853,6891,93352310,GEM/2025/B/6773128,,,,,,,"Lucknow, Uttar Pradesh, India",20-10-2025,ref to doc,643,,,,,,,N/A,,0,,,,,
7854,6892,93352324,GEM/2025/B/6773174,,,,,,,"Jalpaiguri, West Bengal, India",20-10-2025,ref to doc,41,,,,,,,N/A,,0,,,,,
7855,6893,93352348,GEM/2025/B/6773255,,,,,,,"Darjeeling, West Bengal, India",30-10-2025,,92,,,,,,,N/A,,0,,,,,
7856,6894,93352356,GEM/2025/B/6773289,,,,,,,"Leh Ladakh, Jammu And Kashmir, India",20-10-2025,,702,,,,,,,N/A,,0,,,,,
7857,6895,93352357,GEM/2025/B/6773288,,,,,,,"Jalandhar, Punjab, India",29-10-2025,,134,,,,,,,N/A,,0,,,,,
7858,6896,93352410,GEM/2025/B/6763245,,,,,,,"Porbandar, Gujarat, India",13-11-2025,,15,,,,,,,N/A,,0,,,,,
7859,6897,93352439,GEM/2025/B/6771006,,,,,,,"Budgam, Jammu And Kashmir, India",30-10-2025,,295,,,,,,,N/A,,0,,,,,
7860,6898,93352449,GEM/2025/B/6771056,,,,,,,"Yavatmal, Maharashtra, India",24-10-2025,,1617157,,,,,,,N/A,,0,,,,,
7861,6901,93352599,GEM/2025/B/6723353,,,,,,,"Mumbai, Maharashtra, India",14-10-2025,,4,,,,,,,N/A,,0,,,,,
7862,6902,93355231,2025_NAVY_734510_1,,,,,,,"Raigad, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7863,6903,93363703,,,,,,,,"Gurgaon, Haryana, India",28-10-2025,,,,,,,,,N/A,,0,,,,,
7864,6904,93363718,,,,,,,,Multi Location,31-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7865,6907,93367761,GEM/2025/B/6773664,,,,,,,"Lalitpur, Uttar Pradesh, India",20-10-2025,ref to doc,9,,,,,,,N/A,,0,,,,,
7866,6910,93368089,GEM/2025/B/6764044,,,,,,,"Amritsar, Punjab, India",20-10-2025,,91,,,,,,,N/A,,0,,,,,
7867,6912,93330590,ELT2526S146,,,,,,,"Guwahati, Assam, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7868,6913,93330845,GEM/2025/B/6727789,,,,,,,"Jaipur, Rajasthan, India",24-11-2025,17-10-2025,1,,,,,,,N/A,,0,,,,,
7869,6914,93330901,GEM/2025/B/6769114,,,,,,,"Pune, Maharashtra, India",20-10-2025,,12,,,,,,,N/A,,0,,,,,
7870,6915,93332831,2025_DoTE_612720_1,,,,,,,"Tiruchirappalli, Tamil Nadu, India",27-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7871,6916,93335065,GEM/2025/B/6753238,,,,,,,"Bathinda, Punjab, India",20-10-2025,15-10-2025,75,,,,,,,N/A,,0,,,,,
7872,6918,93351287,82253080C,,,,,,,"Secunderabad, Telangana, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7873,6919,93351449,H1251854A,,,,,,,"Chandrapur, Maharashtra, India",20-10-2025,,,,,,,,,N/A,,0,,,,,
7874,6920,93352391,GEM/2025/B/6748766,,,,,,,"Bhatinda, Punjab, India",20-10-2025,,854,,,,,,,N/A,,0,,,,,
7875,6923,93339531,363578,,,,,,,"Ranchi, Jharkhand, India",30-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7876,6924,93327674,GEM/2025/B/6769821,,,,,,,"Jabalpur, Madhya Pradesh, India",20-10-2025,ref to doc,1710,,,,,,,N/A,,0,,,,,
7877,6928,93335145,GEM/2025/B/6751184,,,,,,,"Mumbai, Maharashtra, India",24-10-2025,ref to doc,5500,,,,,,,N/A,,0,,,,,
7878,6931,93340490,NTPC/USSC-CPG3/9900311809,,,,,,,"Singrauli, Madhya Pradesh, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7879,6932,93351914,No: QSD/VSR-COVAS/Stores/2025/ 593,,,,,,,"Palampur, Himachal Pradesh, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7880,6933,93352300,GEM/2025/B/6773068,,,,,,,"East Khasi Hills, Meghalaya, India",30-10-2025,,39940,,,,,,,N/A,,0,,,,,
7881,6934,93352375,GEM/2025/B/6773364,,,,,,,"Kamrup, Assam, India",30-10-2025,,2271,,,,,,,N/A,,0,,,,,
7882,6936,93352414,GEM/2025/B/6758679,,,,,,,"Thiruvananthapuram, Kerala, India",20-10-2025,ref to doc,2320,,,,,,,N/A,,0,,,,,
7883,6937,93352440,GEM/2025/B/6771016,,,,,,,"Ramachandrapuram, Andhra Pradesh, India",20-10-2025,ref to doc,14,,,,,,,N/A,,0,,,,,
7884,6939,93363513,DHFWS/2025-26/IND1869,,,,,,,"Dakshina Kannada, Karnataka, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7885,6940,93366997,8100046640,,,,,,,"Korba, Chhattisgarh, India",28-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7886,6941,93367235,GEM/2025/B/6760459,,,,,,,"Siliguri, West Bengal, India",20-10-2025,ref to doc,4783,,,,,,,N/A,,0,,,,,
7887,6942,93369698,GEM/2025/B/6773418,,,,,,,"Jabalpur, Madhya Pradesh, India",20-10-2025,,114,,,,,,,N/A,,0,,,,,
7888,6945,93369940,DSI2526GLOB00025,,,,,,,"Hanumangarh, Rajasthan, India",03-11-2025,06-10-2025,,,,,,,,N/A,,0,,,,,
7889,6947,93350428,HITES/PCD/NCI- AIIMS/HIPEC/25-26,,,,,,,"Jhajjar, Haryana, India",11-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7890,6949,93352444,GEM/2025/B/6771040,,,,,,,"Hyderabad, Telangana, India",20-10-2025,ref to doc,6336,,,,,,,N/A,,0,,,,,
7891,6952,93344506, 26085,,,,,,,"Chandigarh, Punjab, India",13-11-2025,,,,,,,,,N/A,,0,,,,,
7892,6955,93369748,GEM/2025/B/6773562,,,,,,,"New Delhi, Delhi, India",20-10-2025,14-10-2025,8572,,,,,,,N/A,,0,,,,,
7893,6956,93372436,,,,,,,,"Bhadravati, Karnataka, India",23-10-2025,,,,,,,,,N/A,,0,,,,,
7894,6958,93373103,GEM/2025/B/6774222,,,,,,,"Ernakulam, Kerala, India",10-11-2025,,7,,,,,,,N/A,,0,,,,,
7895,6959,93373123,GEM/2025/B/6759917,,,,,,,"Dehradun, Uttarakhand, India",20-10-2025,,84,,,,,,,N/A,,0,,,,,
7896,6960,93373174,GEM/2025/B/6774880,,,,,,,"Thiruvananthapuram, Kerala, India",27-10-2025,,384,,,,,,,N/A,,0,,,,,
7897,6961,93373215,GEM/2025/B/6774972,,,,,,,"Guntur, Andhra Pradesh, India",25-10-2025,,1,,,,,,,N/A,,0,,,,,
7898,6962,93373232,GEM/2025/B/6774988,,,,,,,"New Delhi, Delhi, India",20-10-2025,,150000,,,,,,,N/A,,0,,,,,
7899,6963,93373471,GEM/2025/B/6774250,,,,,,,"Pathankot, Punjab, India",24-10-2025,,8,,,,,,,N/A,,0,,,,,
7900,6964,93373508,GEM/2025/B/6774474,,,,,,,"New Delhi, Delhi, India",20-10-2025,,150000,,,,,,,N/A,,0,,,,,
7901,6965,93373527,GEM/2025/B/6763172,,,,,,,"Bathinda, Punjab, India",31-10-2025,22-10-2025,1,,,,,,,N/A,,0,,,,,
7902,6967,93373718,GEM/2025/B/6771804,,,,,,,"Udham Singh Nagar, Uttarakhand, India",23-10-2025,,5,,,,,,,N/A,,0,,,,,
7903,6968,93373731,GEM/2025/B/6772161,,,,,,,"Ranga Reddy, Telangana, India",20-10-2025,,120,,,,,,,N/A,,0,,,,,
7904,6969,93373732,GEM/2025/B/6775276,,,,,,,"New Delhi, Delhi, India",20-10-2025,,80000,,,,,,,N/A,,0,,,,,
7905,6970,93373741,GEM/2025/B/6775132,,,,,,,"Thiruvananthapuram, Kerala, India",21-10-2025,,72,,,,,,,N/A,,0,,,,,
7906,6971,93373822,GEM/2025/B/6775386,,,,,,,"Belgaum, Karnataka, India",20-10-2025,,682,,,,,,,N/A,,0,,,,,
7907,6972,93373903,GEM/2025/B/6774595,,,,,,,"Mumbai, Maharashtra, India",01-11-2025,,12,,,,,,,N/A,,0,,,,,
7908,6973,93373927,GEM/2025/B/6774634,,,,,,,"Kapurthala, Punjab, India",20-10-2025,13-10-2025,18,,,,,,,N/A,,0,,,,,
7909,6974,93374993,2025_TNCSF_613030_1,,,,,,,"Tiruvannamalai, Tamil Nadu, India",22-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7910,6975,93375384,GEM/2025/B/6737189,,,,,,,"Coimbatore, Tamil Nadu, India",24-10-2025,,208763,,,,,,,N/A,,0,,,,,
7911,6977,93375403,GEM/2025/B/6769412,,,,,,,"Rourkela, Orissa, India",31-10-2025,,10,,,,,,,N/A,,0,,,,,
7912,6978,93375416,GEM/2025/B/6769713,,,,,,,"Kargil, Jammu And Kashmir, India",21-10-2025,,7,,,,,,,N/A,,0,,,,,
7913,6979,93375419,GEM/2025/B/6769766,,,,,,,"Jhansi, Uttar Pradesh, India",20-10-2025,,226,,,,,,,N/A,,0,,,,,
7914,6980,93375485,GEM/2025/B/6763926,,,,,,,"Jodhpur, Rajasthan, India",21-10-2025,,456,,,,,,,N/A,,0,,,,,
7915,6981,93375553,GEM/2025/B/6770626,,,,,,,"Rajouri, Jammu And Kashmir, India",20-10-2025,,10,,,,,,,N/A,,0,,,,,
7916,6983,93375581,GEM/2025/B/6729705,,,,,,,"Jorhat, Assam, India",20-10-2025,,21,,,,,,,N/A,,0,,,,,
7917,6985,93375612,GEM/2025/B/6769944,,,,,,,"Mumbai, Maharashtra, India",20-10-2025,,36000,,,,,,,N/A,,0,,,,,
7918,6987,93375744,NIQ/3(2)/AE/SD-I/J-II/2025/303,,,,,,,"Jaipur, Rajasthan, India",14-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7919,6989,93373170,GEM/2025/B/6760692,,,,,,,"Haridwar, Uttarakhand, India",20-10-2025,ref to doc,19900,,,,,,,N/A,,0,,,,,
7920,6990,93375457,2025_MCGM_1224094_1,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7921,6991,93375460,2025_MCGM_1224061_1,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7922,6992,93375463,2025_MCGM_1224098_1,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7923,6993,93375477,2025_MCGM_1224096_1,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7924,6994,93375483,2025_MCGM_1225823_1,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7925,6996,93378051,2025_IMSBP_881037_1,,,,,,,"Bhopal, Madhya Pradesh, India",15-11-2025,17-10-2025,,,,,,,,N/A,,0,,,,,
7926,6997,93378484,GEM/2025/B/6776171,,,,,,,"Jorhat, Assam, India",21-10-2025,,162,,,,,,,N/A,,0,,,,,
7927,6998,93378528,GEM/2025/B/6776406,,,,,,,"Kollam, Kerala, India",20-10-2025,,25,,,,,,,N/A,,0,,,,,
7928,6999,93378556,GEM/2025/B/6776513,,,,,,,"Kollam, Kerala, India",20-10-2025,,50000,,,,,,,N/A,,0,,,,,
7929,7002,93378657,2025_DGDE_734526_1,,,,,,,"Shillong, Meghalaya, India",08-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7930,7003,93378789,69255434,,,,,,,"Chennai, Tamil Nadu, India",21-10-2025,,,,,,,,,N/A,,0,,,,,
7931,7004,93379030,GEM/2025/B/6755787,,,,,,,"Kollam, Kerala, India",20-10-2025,,500,,,,,,,N/A,,0,,,,,
7932,7005,93379042,GEM/2025/B/6768306,,,,,,,"Mandya, Karnataka, India",25-10-2025,ref to doc,42867,,,,,,,N/A,,0,,,,,
7933,7007,93379214,GEM/2025/B/6705643,,,,,,,"Pune, Maharashtra, India",10-11-2025,ref to doc,13,,,,,,,N/A,,0,,,,,
7934,7008,93379246,GEM/2025/B/6725365,,,,,,,"Uttara Kannada, Karnataka, India",30-10-2025,,4,,,,,,,N/A,,0,,,,,
7935,7009,93379344,GEM/2025/B/6774611,,,,,,,"Bangalore, Karnataka, India",20-10-2025,ref to doc,390,,,,,,,N/A,,0,,,,,
7936,7010,93379375,GEM/2025/B/6763073,,,,,,,"Bangalore, Karnataka, India",07-11-2025,,1,,,,,,,N/A,,0,,,,,
7937,7012,93379495,GEM/2025/B/6775838,,,,,,,"Sakti, Chhattisgarh, India",22-10-2025,,18,,,,,,,N/A,,0,,,,,
7938,7014,93381456,GEM/2025/B/6775919,,,,,,,"Gautam Budhnagar, Uttar Pradesh, India",25-10-2025,ref to doc,2,,,,,,,N/A,,0,,,,,
7939,7015,93381482,GEM/2025/B/6775953,,,,,,,"New Delhi, Delhi, India",20-10-2025,,500000,,,,,,,N/A,,0,,,,,
7940,7017,93381536,GEM/2025/B/6750907,,,,,,,"New Delhi, Delhi, India",31-10-2025,ref to doc,2950,,,,,,,N/A,,0,,,,,
7941,7018,93381603,GEM/2025/B/6773884,,,,,,,"Raigad, Maharashtra, India",20-10-2025,,1,,,,,,,N/A,,0,,,,,
7942,7019,93381693,GEM/2025/B/6762245,,,,,,,"Varanasi, Uttar Pradesh, India",31-10-2025,ref to doc,7,,,,,,,N/A,,0,,,,,
7943,7020,93381735,GEM/2025/B/6774810,,,,,,,"Sonitpur, Assam, India",20-10-2025,,30,,,,,,,N/A,,0,,,,,
7944,7022,93381761,GEM/2025/B/6775226,,,,,,,"Kollam, Kerala, India",10-11-2025,ref to doc,238,,,,,,,N/A,,0,,,,,
7945,7023,93381769,GEM/2025/B/6745594,,,,,,,"Lucknow, Uttar Pradesh, India",03-11-2025,,1,,,,,,,N/A,,0,,,,,
7946,7024,93381794,GEM/2025/B/6742768,,,,,,,"Solapur, Maharashtra, India",25-10-2025,ref to doc,105,,,,,,,N/A,,0,,,,,
7947,7028,93382354,2025_PCCF_47969_1,,,,,,,"Kamrup, Assam, India",31-10-2025,21-10-2025,,,,,,,,N/A,,0,,,,,
7948,7030,93383332,2025_HME_291508_1,,,,,,,"Pulwama, Jammu And Kashmir, India",24-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7949,7031,93383886,2025_MCGM_1211337_2,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7950,7032,93384638,2025_CSIR_251969_1,,,,,,,"Jorhat, Assam, India",24-10-2025,,,,,,,,,N/A,,0,,,,,
7951,7033,93384647,2025_CEL_251023_2,,,,,,,"Ghaziabad, Uttar Pradesh, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7952,7034,93384925,,,,,,,,"Kavaratti, Lakshadweep, India",30-10-2025,,,,,,,,,N/A,,0,,,,,
7953,7038,93389127,,,,,,,,"Kolkata, West Bengal, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7954,7039,93389645,1070LE0404,,,,,,,"Chennai, Tamil Nadu, India",24-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7955,7040,93391207,BU/PUR/STN/1061 Dated: 10.10.2025,,,,,,,"Murshidabad, West Bengal, India",20-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7956,7041,93399861,02256698,,,,,,,"Madurai, Tamil Nadu, India",05-11-2025,,,,,,,,,N/A,,0,,,,,
7957,7042,93399950,96255745A,,,,,,,"Raipur, Chhattisgarh, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7958,7043,93400017,96255743B,,,,,,,"Raipur, Chhattisgarh, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7959,7044,93400021,02256805,,,,,,,"Ernakulam, Kerala, India",10-11-2025,,,,,,,,,N/A,,0,,,,,
7960,7045,93400045,82250393B,,,,,,,"Hyderabad, Telangana, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7961,7046,93400050,82251816,,,,,,,"Jabalpur, Madhya Pradesh, India",30-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7962,7047,93400068,82254284K,,,,,,,"Hyderabad, Telangana, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7963,7048,93400070,CMS-2025-26-0411,,,,,,,"Guwahati, Assam, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7964,7049,93400097,82250986A,,,,,,,"Multi Location, Multi State, India",12-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7965,7050,93400135,H3251327,,,,,,,"Jaipur, Rajasthan, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7966,7051,93400140,82255355,,,,,,,"Multi Location, Multi State, India",20-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7967,7052,93400143,02256701,,,,,,,"Chennai, Tamil Nadu, India",07-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7968,7053,93400241,82253668C,,,,,,,"Hyderabad, Telangana, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7969,7054,93400256,02256427,,,,,,,"Madurai, Tamil Nadu, India",22-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7970,7055,93400264,02256421,,,,,,,"Ernakulam, Kerala, India",22-10-2025,,,,,,,,,N/A,,0,,,,,
7971,7056,93400271,22255616,,,,,,,"Liluah, West Bengal, India",15-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7972,7057,93400353,82253986B,,,,,,,"Hyderabad, Andhra Pradesh, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7973,7058,93400363,82253439B,,,,,,,"Hyderabad, Andhra Pradesh, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7974,7059,93400462,82254636,,,,,,,"New Delhi, Delhi, India",14-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7975,7060,93400492,96255743B,,,,,,,"Raipur, Chhattisgarh, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7976,7061,93400505,DB255709,,,,,,,"Dibrugarh, Assam, India",20-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7977,7062,93400571,82256003,,,,,,,"Hyderabad, Telangana, India",21-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7978,7063,93400582,82258863F,,,,,,,"New Delhi, Delhi, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7979,7064,93401389,,,,,,,,"Guwahati, Assam, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7980,7066,93405849,GEM/2025/B/6775132,,,,,,,"Thiruvananthapuram, Kerala, India",29-10-2025,,,,,,,,,N/A,,0,,,,,
7981,7067,93406801,L9256062,,,,,,,"Mysore, Karnataka, India",17-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7982,7068,93406860,L9256045A,,,,,,,"Mysore, Karnataka, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7983,7069,93406867,L9256065,,,,,,,"Mysore, Karnataka, India",17-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7984,7070,93406869,L9256070,,,,,,,"Mysore, Karnataka, India",17-10-2025,,,,,,,,,N/A,,0,,,,,
7985,7071,93406918,CH251286,,,,,,,"Mysore, Karnataka, India",24-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7986,7072,93406919,02256557,,,,,,,"Thrissur, Kerala, India",14-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7987,7073,93406946,L9256046A,,,,,,,"Mysore, Karnataka, India",16-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7988,7074,93407024,02256888,,,,,,,"Chennai, Tamil Nadu, India",12-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7989,7075,93407045,02256830,,,,,,,"Thrissur, Kerala, India",12-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7990,7076,93407047,CH256694C,,,,,,,"Mysore, Karnataka, India",23-10-2025,,,,,,,,,N/A,,0,,,,,
7991,7077,93407060,78255381A,,,,,,,"Nagpur, Maharashtra, India",28-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7992,7078,93407065,CH256428,,,,,,,"Mysore, Karnataka, India",21-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7993,7079,93407175,L9256063,,,,,,,"Mysore, Karnataka, India",17-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7994,7080,93407184,GE255235,,,,,,,"Ranchi, Jharkhand, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7995,7081,93407206,78255393A,,,,,,,"Nagpur, Maharashtra, India",28-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7996,7082,93407234,CH253623,,,,,,,"Hubli, Karnataka, India",17-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7997,7083,93407266,CH253325,,,,,,,"Hubli, Karnataka, India",17-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
7998,7084,93407681,"635409-Tender No. 1A.35/TGMSIDC/EQU/2025-26, Dt: 16.04.2025",,,,,,,"Not Classified, Telangana, India",24-11-2025,15-10-2025,,,,,,,,N/A,,0,,,,,
7999,7085,93407959,MCB2526GLSS00172,,,,,,,"Bikaner, Rajasthan, India",27-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8000,7087,93408557,GEM/2025/B/6667433,,,,,,,"New Delhi, Delhi, India",10-11-2025,13-10-2025,6,,,,,,,N/A,,0,,,,,
8001,7088,93408577,GEM/2025/B/6777667,,,,,,,"Varanasi, Uttar Pradesh, India",25-10-2025,ref to doc,22500,,,,,,,N/A,,0,,,,,
8002,7090,93408700,GEM/2025/B/6778162,,,,,,,"Junagarh, Gujarat, India",20-10-2025,ref to doc,500,,,,,,,N/A,,0,,,,,
8003,7091,93408751,GEM/2025/B/6773291,,,,,,,"Panchmahal, Gujarat, India",20-10-2025,ref to doc,570,,,,,,,N/A,,0,,,,,
8004,7093,93408859,GEM/2025/B/6762267,,,,,,,"Bangalore, Karnataka, India",21-10-2025,ref to doc,45,,,,,,,N/A,,0,,,,,
8005,7094,93408917,GEM/2025/B/6748665,,,,,,,"Kanpur, Uttar Pradesh, India",17-10-2025,ref to doc,8017,,,,,,,N/A,,0,,,,,
8006,7095,93408946,GEM/2025/B/6773786,,,,,,,"Haveri, Karnataka, India",25-10-2025,ref to doc,36200,,,,,,,N/A,,0,,,,,
8007,7096,93408980,GEM/2025/B/6762026,,,,,,,"Bangalore, Karnataka, India",21-10-2025,ref to doc,45,,,,,,,N/A,,0,,,,,
8008,7098,93409017,GEM/2025/B/6349150,,,,,,,"Pune, Maharashtra, India",31-10-2025,ref to doc,690,,,,,,,N/A,,0,,,,,
8009,7099,93409057,GEM/2025/B/6778010,,,,,,,"Bareilly, Uttar Pradesh, India",20-10-2025,ref to doc,5,,,,,,,N/A,,0,,,,,
8010,7100,93409092,,,,,,,,"Mumbai, Maharashtra, India",24-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8011,7103,93409503,DME/2025-26/IND1765,,,,,,,"Bangalore, Karnataka, India",12-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8012,7104,93409621,,,,,,,,"Kalyani, West Bengal, India",31-10-2025,,,,,,,,,N/A,,0,,,,,
8013,7105,93415799,GEM/2025/B/6777035,,,,,,,"Kutch, Gujarat, India",25-10-2025,ref to doc,684,,,,,,,N/A,,0,,,,,
8014,7106,93415825,GEM/2025/B/6777180,,,,,,,"Raichur, Karnataka, India",21-10-2025,ref to doc,150,,,,,,,N/A,,0,,,,,
8015,7107,93415840,GEM/2025/B/6768963,,,,,,,"Jaisalmer, Rajasthan, India",22-10-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
8016,7108,93415841,GEM/2025/B/6768991,,,,,,,"Jaisalmer, Rajasthan, India",22-10-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
8017,7109,93415865,GEM/2025/B/6777310,,,,,,,"East Champaran, Bihar, India",20-10-2025,ref to doc,7,,,,,,,N/A,,0,,,,,
8018,7111,93416031,GEM/2025/B/6778418,,,,,,,"Amritsar, Punjab, India",21-10-2025,ref to doc,17,,,,,,,N/A,,0,,,,,
8019,7112,93416047,GEM/2025/B/6777377,,,,,,,"Nadia, West Bengal, India",20-10-2025,ref to doc,15,,,,,,,N/A,,0,,,,,
8020,7113,93416444,DME/2025-26/IND1768,,,,,,,"Bangalore, Karnataka, India",10-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8021,7114,93416468,KPTCL/2025-26/IND0228,,,,,,,"Bangalore, Karnataka, India",03-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8022,7115,93416496,DHFWS/2025-26/IND1871,,,,,,,"Dakshina Kannada, Karnataka, India",23-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8023,7116,93416508,KIER/2025-26/IND0046,,,,,,,"Bangalore, Karnataka, India",27-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8024,7117,93416611,,,,,,,,"Pondicherry, Puducherry, India",25-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8025,7118,93416804,TE: 31 SV-13/ AMC/ CMS/ 2025-26:233367:,,,,,,,"Ahmedabad, Gujarat, India",04-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
8026,7119,93417840,2025_BHEL_53586_1,,,,,,,"Bhopal, Madhya Pradesh, India",22-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
