 Sr.No , SKU Code , Short Specification , Detailed Specification , UOM , Units , LOB , Portfolio , Brand , Sub Brand , Speciality , Section , GST % 
708,PGF20 9933,Polyglactin 910  FAST Undyed  2-0 X 75-26MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  FAST UNDYED  2-0 X 75-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
709,PGF202761NE,NE-Polyglactin 910  FAST Undyed  2-0 X 100-36MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  FAST UNDYED  2-0 X 100-36MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu Fst,Mitsu Fst,NCV,Section N,5
710,PGF202762NE,NE-Polyglactin 910  FAST Undyed  2-0 X 90-36MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  FAST UNDYED  2-0 X 90-36MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu Fst,Mitsu Fst,NCV,Section N,5
711,PGF202777DNNE,NE-Polyglactin 910  FAST Undyed  2-0 X 140-36MM 1/2 Circle Reverse Cutting  1/2 Circle round body Double Needle ,POLYGLACTIN 910  FAST UNDYED  2-0 X 140-36MM HCRCRBDN,DZ,12, Suture , P-1 ,Mitsu Fst,Mitsu Fst,NCV,Section N,5
712,PGF30 2719,Polyglactin 910  FAST Undyed  3-0 X 45-16MM 3/8 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 45-16MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
713,PGF30 2732,Polyglactin 910  FAST Undyed  3-0 X 70-26MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 70-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
714,PGF30 2732SL,Polyglactin 910  FAST Undyed  3-0 X 45-26MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 45-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
715,PGF30 2735,Polyglactin 910  FAST Undyed  3-0 X 70-22MM 1/2 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 70-22MM 1/2 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
716,PGF30 2764,Polyglactin 910  FAST Undyed  3-0 X 70-26MM 1/2 Circle Round Body ,POLYGLACTIN 910  FAST UNDYED  3-0 X 70-26MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
717,PGF30 9919,Polyglactin 910  FAST Undyed  3-0 X 75-16MM 3/8 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 75-16MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
718,PGF30 9935,Polyglactin 910  FAST Undyed  3-0 X 45-22MM 1/2 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 45-22MM 1/2 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
719,PGF302732NE,NE-Polyglactin 910  FAST Undyed  3-0 X 70-26MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  FAST UNDYED  3-0 X 70-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu Fst,Mitsu Fst,CV,Section N,5
720,PGF40 2718,Polyglactin 910  FAST Undyed  4-0 X 45-16MM 3/8 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  4-0 X 45-16MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
721,PGF40 9918,Polyglactin 910  FAST Undyed  4-0 X 75-16MM 3/8 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  4-0 X 75-16MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
722,PGF402718NE,NE-Polyglactin 910  FAST Undyed  4-0 X 45-16MM 3/8 Circle Cutting ,POLYGLACTIN 910  FAST UNDYED  4-0 X 45-16MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu Fst,Mitsu Fst,NCV,Section N,5
723,PGF50 9915,Polyglactin 910  FAST Undyed  5-0 X 45-11MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  FAST UNDYED  5-0 X 45-11MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,NCV,Section A,5
724,PGF50 9969,Polyglactin 910  FAST Undyed  5-0 X 75-17MM 1/2 Circle Round Body ,POLYGLACTIN 910  FAST UNDYED  5-0 X 75-17MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,Plastic,Section D,5
725,PGF60 9913,Polyglactin 910  FAST Undyed  6-0 X 45-11MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  FAST UNDYED  6-0 X 45-11MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,Plastic,Section D,5
726,PGF609913i,Polyglactin 910  FAST Undyed  6-0 X 45-11MM 3/8 Circle Reverse cutting with Elixir Flash Point Needle,POLYGLACTIN 910  FAST UNDYED  6-0 X 45-11MM 3/8 CIRCLE PRC I,DZ,12, Suture , P-1 ,Mitsu,Mitsu Fst,Plastic,Section K,5
727,PGN01 2319,Polyglactin 910  Violet 1 X 90-36MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  1 X 90-36MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
728,PGN01 2326,Polyglactin 910  Violet 1 X 70-45MM 3/8 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 70-45MM 3/8 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
729,PGN01 2347,Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  TN,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
730,PGN01 2347DN,Polyglactin 910  Violet 1 X 140-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  1 X 140-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
731,PGN01 2347DNL,Polyglactin 910  Violet 1 X 180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  1 X 180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
732,PGN01 2347DS,Polyglactin 910  Violet 1 X 110-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 110-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
733,PGN01 2347SL,Polyglactin 910  Violet 1 X 45-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 45-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
734,PGN01 2347XL,Polyglactin 910  Violet 1 X 100-45MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 100-45MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
735,PGN01 2350,Polyglactin 910  Violet 1 X 120-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 120-36MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
736,PGN01 2359,Polyglactin 910  Violet 1 X 70-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
737,PGN01 2360,Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  TH,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
738,PGN01 2360SL,Polyglactin 910  Violet 1 X 45-40MM 1/2 Circle Round Body,POLYGLACTIN 910  VIOLET  1 X 45-40MM 1/2 CIRCLE ROUND BODY  TH,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
739,PGN01 2363,Polyglactin 910  Violet 1 X 70-40MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  1 X 70-40MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
740,PGN01 2364,Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE TAPERCUT C1,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
741,PGN01 2421,Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
742,PGN01 2422,Polyglactin 910  Violet 1 X 90-40MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 90-40MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
743,PGN01 2438,Polyglactin 910  Violet 1 X 90-50MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 90-50MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
744,PGN01 2448,Polyglactin 910  Violet 1 X 100-50MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 100-50MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
745,PGN01 2449,Polyglactin 910  Violet 1 X 100-55MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 100-55MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
746,PGN01 2486,Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  C1,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
747,PGN01 2519,Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
748,PGN01 2826,Polyglactin 910  Violet 1 X 35-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 35-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
749,PGN01 2826XL,Polyglactin 910  Violet 1 X 70-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 70-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
750,PGN01 9335,Polyglactin 910  Violet 1 X 75-31MM J type Taper Cut ,POLYGLACTIN 910  VIOLET  1 X 75-31MM J TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
751,PGN01 947U,Polyglactin 910  Undyed  1 X 90-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  UNDYED  1 X 90-36MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
752,PGN01 9998,Polyglactin 910  Violet 1 X 90-45MM 1/2 Circle Blunt Point ,POLYGLACTIN 910  VIOLET  1 X 90-45MM 1/2 CIRCLE BP,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
753,PGN012347DNLNE,NE-Polyglactin 910  Violet 1 X 180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  1 X 180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
754,PGN012347DSNE,NE-Polyglactin 910  Violet 1 X 110-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 110-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
755,PGN012347NE,NE-Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  H,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
756,PGN012347SLNE,NE-Polyglactin 910  Violet 1 X 45-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 45-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
757,PGN012350NE,NE-Polyglactin 910  Violet 1 X 120-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  1 X 120-36MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
758,PGN012421NE,NE-Polyglactin 910  Violet 1 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,CV,Section N,5
759,PGN012448DNL,Polyglactin 910  Violet 1 X 180-50/40MM 1/2 Circle Round Body 1/2 Circle Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  1 X 180-50/40MM 1/2 CIRCLE ROUND BODY  1/2 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
760,PGN012826NE,NE-Polyglactin 910  Violet 1 X 35-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  1 X 35-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
761,PGN02 2452,Polyglactin 910  Violet 2 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
762,PGN02 2478,Polyglactin 910  Violet 2 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
763,PGN022478NE,NE-Polyglactin 910  Violet 2 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
764,PGN10 2338,Polyglactin 910  Violet 0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
765,PGN10 2342,Polyglactin 910  Violet 0 X 70-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
766,PGN10 2346,Polyglactin 910  Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
767,PGN10 2346DN,Polyglactin 910  Violet 0 X 140-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  0 X 140-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
768,PGN10 2346DNL,Polyglactin 910  Violet 0 X 180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  0 X 180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
769,PGN10 2346DS,Polyglactin 910  Violet 0 X 110-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 110-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
770,PGN10 2346SL,Polyglactin 910  Violet 0 X 45-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 45-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
771,PGN10 2358,Polyglactin 910  Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  C1,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
772,PGN10 2517,Polyglactin 910  Violet 0 X 90-36MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  0 X 90-36MM 1/2 CIRCLE TAPERCUT C1,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
773,PGN10 2518,Polyglactin 910  Violet 0 X 90-40MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  0 X 90-40MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
774,PGN10 2534,Polyglactin 910  Violet 0 X 90-36MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
775,PGN10 2546,Polyglactin 910  Violet 0 X 70-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
776,PGN10 2825,Polyglactin 910  Violet 0 X 45-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  0 X 45-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
777,PGN10 2901,Polyglactin 910  Violet 0 X 45-22MM SKKI Round Body V-Black Needle ,POLYGLACTIN 910  VIOLET  0 X 45-22MM SKKI ROUND BODY  VB,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
778,PGN10 2996,Polyglactin 910  Violet 0 X 90-40MM 1/2 Circle Blunt Point ,POLYGLACTIN 910  VIOLET  0 X 90-40MM 1/2 CIRCLE BP,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
779,PGN10 946U,Polyglactin 910  Undyed  0 X 90-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  UNDYED  0 X 90-36MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
780,PGN10 9901U,Polyglactin 910  Undyed  0 X 75-40MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  UNDYED  0 X 75-40MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
781,PGN102338NE,NE-Polyglactin 910  Violet 0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
782,PGN102346DNLNE,NE-Polyglactin 910  Violet 0 X 180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  0 X 180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
783,PGN102346DSNE,NE-Polyglactin 910  Violet 0 X 110-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 110-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
784,PGN102346NE,NE-Polyglactin 910  Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
785,PGN102534NE,NE-Polyglactin 910  Violet 0 X 90-36MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
786,PGN20 2122,Polyglactin 910  Violet 2-0 X 70-26MM 1/2 Circle Round Body V-Black Needle ,POLYGLACTIN 910  VIOLET  2-0 X 70-26MM 1/2 CIRCLE ROUND BODY  VB,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
787,PGN20 2316,Polyglactin 910  Violet 2-0 X 90-30MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  2-0 X 90-30MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
788,PGN20 2317,Polyglactin 910  Violet 2-0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
789,PGN20 2317DN,Polyglactin 910  Violet 2-0 X 140-30MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  VIOLET  2-0 X 140-30MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
790,PGN20 2317SL,Polyglactin 910  Violet 2-0 X 45-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 45-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
791,PGN20 2318DN,Polyglactin 910  Violet 2-0 X 90-30MM 1/2 Circle Round Body Double  Needle ,POLYGLACTIN 910  VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
792,PGN20 2341,Polyglactin 910  Violet 2-0 X 70-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
793,PGN20 2345,Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
794,PGN20 2356,Polyglactin 910  Violet 2-0 X 90-26MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 90-26MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
795,PGN20 2356SL,Polyglactin 910  Violet 2-0 X 35-26MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 35-26MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
796,PGN20 2382,Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
797,PGN20 2390U,Polyglactin 910  Undyed  2-0 X 76-60MM Straight Cutting ,POLYGLACTIN 910  UNDYED  2-0 X 76-60MM STRAIGHT CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
798,PGN20 2404U,Polyglactin 910  Undyed  2-0 X 90-26MM 3/8 Circle Cutting ,POLYGLACTIN 910  UNDYED  2-0 X 90-26MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
799,PGN20 2903,Polyglactin 910  Violet 2-0 X 45-19MM SKKI Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 45-19MM SKKI ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
800,PGN20 323,Polyglactin 910  Violet 2-0 X 70-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 70-36MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
801,PGN20 602,Polyglactin 910  Violet 2-0 X 70-26MM 5/8 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 70-26MM FE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
802,PGN20 602XL,Polyglactin 910  Violet 2-0 X 110-26MM 5/8 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 110-26MM FE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
803,PGN20 9350,Polyglactin 910  Violet 2-0 X 75-26MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  2-0 X 75-26MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
804,PGN20 945U,Polyglactin 910  Undyed  2-0 X 90-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  UNDYED  2-0 X 90-36MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
805,PGN20 9828,Polyglactin 910  Violet 2-0 X 75-22MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  VIOLET  2-0 X 75-22MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section A,5
806,PGN202317NE,NE-Polyglactin 910  Violet 2-0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Mitsu,Mitsu,NCV,Section N,5
